id,type_of_shot,frame_count,kpt_0_x,kpt_0_y,kpt_1_x,kpt_1_y,kpt_2_x,kpt_2_y,kpt_3_x,kpt_3_y,kpt_4_x,kpt_4_y,kpt_5_x,kpt_5_y,kpt_6_x,kpt_6_y,kpt_7_x,kpt_7_y,kpt_8_x,kpt_8_y,kpt_9_x,kpt_9_y,kpt_10_x,kpt_10_y,kpt_11_x,kpt_11_y,kpt_12_x,kpt_12_y,kpt_13_x,kpt_13_y,kpt_14_x,kpt_14_y,kpt_15_x,kpt_15_y,kpt_16_x,kpt_16_y
1083,net_shot,0,958.0426597595215,528.5827696323395,949.0365600585938,521.7294895648956,965.00244140625,521.0393786430359,941.239185333252,524.040641784668,973.0288696289062,522.4440944194794,913.3965682983398,565.9872579574585,1006.7887115478516,573.7808990478516,886.0235595703125,634.0386772155762,1029.9420547485352,641.9256591796875,857.3212051391602,690.7905721664429,1059.6546936035156,687.0099449157715,915.8454322814941,709.4563007354736,976.6281509399414,711.6413140296936,853.7883567810059,762.4072265625,1047.6943588256836,778.8336110115051,818.2938766479492,854.9247694015503,1074.111671447754,881.6389918327332
1083,net_shot,1,958.1496047973633,528.552063703537,949.0911483764648,521.63769364357,964.991455078125,521.0250234603882,941.7852973937988,524.0379703044891,972.9177474975586,522.4628269672394,913.3965110778809,566.0507941246033,1006.4403533935547,573.6260175704956,885.8762741088867,634.0787816047668,1031.6649627685547,641.9728446006775,856.1159133911133,690.763213634491,1062.6703262329102,686.6461086273193,915.5908584594727,709.6747183799744,976.0340881347656,711.6260576248169,853.0030632019043,761.0569381713867,1047.9212951660156,779.5432591438293,818.8263130187988,854.9316573143005,1074.5638275146484,881.5390849113464
1083,net_shot,2,958.1589317321777,527.5292408466339,949.1067695617676,520.4660081863403,964.9806976318359,520.0789654254913,941.8807983398438,523.3188593387604,972.8882217407227,521.9582390785217,913.351879119873,565.5967712402344,1006.2757873535156,573.5100173950195,885.7371711730957,633.763997554779,1032.3381042480469,641.9062829017639,854.3734931945801,689.1423010826111,1065.4306411743164,684.1956853866577,915.5999565124512,709.6756839752197,975.9811019897461,711.5721130371094,852.216796875,760.1096892356873,1047.8851318359375,780.5797934532166,818.8578414916992,854.9273443222046,1074.803466796875,881.4878439903259
1083,net_shot,3,958.0319023132324,525.4787027835846,949.0179634094238,518.0481576919556,964.669189453125,518.0089867115021,941.8637466430664,521.2953579425812,972.4224472045898,520.3875052928925,912.6482963562012,563.804497718811,1005.1828765869141,573.0595993995667,885.2645874023438,632.3727035522461,1032.6274108886719,640.6379413604736,852.0846748352051,685.6141448020935,1068.383445739746,677.2261476516724,915.4369926452637,709.6285629272461,975.6383514404297,711.4483880996704,850.3386497497559,758.6546015739441,1047.055892944336,780.766282081604,818.8571548461914,854.680666923523,1074.8024368286133,880.7059693336487
1083,net_shot,4,957.9830360412598,522.5887405872345,948.9961051940918,514.273806810379,964.5170974731445,514.6770071983337,941.8628883361816,517.4851834774017,971.7917633056641,517.5380980968475,911.1784172058105,561.3416504859924,1002.7700042724609,571.9996333122253,884.406909942627,630.2553462982178,1032.7614212036133,637.9421925544739,849.2345809936523,680.8927059173584,1069.947166442871,667.7284240722656,915.1381301879883,709.1554856300354,975.1594161987305,710.9990000724792,848.053150177002,757.8494882583618,1045.620002746582,780.9295964241028,818.4981536865234,854.5093703269958,1074.7869873046875,877.9802227020264
1083,net_shot,5,957.3909759521484,518.9648938179016,948.3701133728027,509.96474146842957,963.6869430541992,510.5394637584686,941.3394927978516,513.1635653972626,970.4390716552734,513.5485804080963,909.2214775085449,558.6861991882324,999.6608734130859,569.9128532409668,882.3708343505859,628.0463218688965,1032.843132019043,632.9668021202087,844.969425201416,675.9292888641357,1070.6488037109375,656.7926716804504,914.8762893676758,708.4965634346008,974.5576858520508,710.6159806251526,845.3664207458496,757.3250412940979,1041.8531799316406,780.4552960395813,817.9293251037598,854.6744227409363,1074.2701721191406,873.1734895706177
1083,net_shot,6,955.2765655517578,513.8994133472443,946.6247749328613,504.3685054779053,962.0099258422852,505.0890004634857,939.4882965087891,508.02489280700684,968.7405395507812,508.72623682022095,906.6121673583984,555.6087183952332,996.9878768920898,566.8754124641418,878.8612174987793,625.6137943267822,1032.8186416625977,627.2312307357788,841.1304473876953,669.8097324371338,1071.332130432129,645.7832765579224,914.8709106445312,707.5993967056274,974.4921112060547,709.8560571670532,843.2857131958008,757.2508835792542,1038.5395431518555,779.2434096336365,817.536506652832,855.0797152519226,1074.2713165283203,866.0678672790527
1083,net_shot,7,954.3610954284668,510.06184816360474,946.0961723327637,500.13057231903076,961.0932540893555,500.5020046234131,938.3708381652832,503.6881148815155,966.7644882202148,504.3238627910614,904.064998626709,552.1869707107544,993.7627029418945,563.8852214813232,876.3070678710938,620.3936576843262,1032.7975845336914,620.4864835739136,836.2914276123047,662.5987958908081,1071.4177322387695,633.7421751022339,914.7769546508789,705.6911873817444,974.2258071899414,708.0511021614075,841.0150337219238,757.2936272621155,1035.2434158325195,777.9536318778992,816.2404632568359,856.1481785774231,1074.8918151855469,857.6547002792358
1083,net_shot,8,952.6527786254883,505.75355529785156,944.9355697631836,496.08221769332886,959.5133399963379,496.53475999832153,936.2749099731445,500.21828055381775,965.3824996948242,500.8458209037781,902.2111129760742,548.5827898979187,991.0529708862305,561.1491751670837,873.043384552002,616.635947227478,1032.7459716796875,614.2171955108643,832.166690826416,657.7189993858337,1071.760025024414,622.5121736526489,914.3511772155762,703.6180543899536,973.5036849975586,705.4958152770996,839.7100639343262,757.3943710327148,1033.4552764892578,777.1684098243713,815.1558494567871,857.0912432670593,1077.5370025634766,850.8250451087952
1083,net_shot,9,951.3195991516113,501.1542320251465,943.9001083374023,491.56188011169434,958.3463859558105,492.23599433898926,934.9575233459473,495.9672796726227,964.0983581542969,497.08643674850464,900.6048774719238,545.1491975784302,989.6122741699219,558.9309453964233,870.3082466125488,611.7449498176575,1032.7387619018555,608.6825323104858,829.7082710266113,652.1478366851807,1072.7799224853516,611.9855761528015,914.2941856384277,699.8336935043335,972.9209518432617,701.483895778656,839.9981117248535,756.8883347511292,1031.0441207885742,776.1433339118958,815.0216102600098,857.2593855857849,1082.5168991088867,844.0427041053772
1083,net_shot,10,949.4756698608398,497.12000727653503,942.6940155029297,487.8998279571533,956.6210174560547,488.5009753704071,933.2570457458496,492.67820477485657,962.6748275756836,493.67743492126465,899.3712615966797,540.9440302848816,987.6053237915039,555.0164222717285,868.2221031188965,606.7537879943848,1032.6991653442383,601.3469696044922,826.5290451049805,647.452597618103,1072.899398803711,603.4655499458313,914.3433952331543,694.1315960884094,971.3768005371094,694.7450709342957,840.7257843017578,755.6602263450623,1026.3433456420898,773.0044412612915,814.8726654052734,857.2414255142212,1085.1552200317383,834.0476989746094
1083,net_shot,11,949.3951606750488,494.0223455429077,942.5805473327637,484.59070086479187,956.301441192627,485.3881537914276,932.7695846557617,489.10823822021484,961.8118286132812,490.15156388282776,898.8840293884277,536.2221086025238,985.8154678344727,550.7571172714233,867.0224189758301,601.2303256988525,1031.7198944091797,594.2573118209839,825.1043128967285,642.7147436141968,1072.7841567993164,595.9898471832275,914.3938064575195,690.0742292404175,970.4777526855469,689.5725059509277,841.1369705200195,755.1287627220154,1023.1765365600586,769.5041584968567,814.5953750610352,857.0538425445557,1087.8227233886719,827.0681834220886
1083,net_shot,12,949.4292068481445,492.1568477153778,942.5027847290039,482.6881241798401,956.162052154541,483.33175778388977,932.7614593505859,487.2574496269226,961.5046691894531,488.0924320220947,898.7232398986816,533.368581533432,985.1976013183594,547.9175591468811,866.0833168029785,597.3803687095642,1031.3868713378906,587.8746628761292,824.4588661193848,637.5018811225891,1071.6692733764648,586.678032875061,914.7336959838867,687.239499092102,970.180778503418,686.4190006256104,842.2616386413574,754.6761560440063,1021.5743637084961,766.0266637802124,814.6082496643066,856.5309405326843,1089.2207336425781,822.5014328956604
