id,type_of_shot,frame_count,kpt_0_x,kpt_0_y,kpt_1_x,kpt_1_y,kpt_2_x,kpt_2_y,kpt_3_x,kpt_3_y,kpt_4_x,kpt_4_y,kpt_5_x,kpt_5_y,kpt_6_x,kpt_6_y,kpt_7_x,kpt_7_y,kpt_8_x,kpt_8_y,kpt_9_x,kpt_9_y,kpt_10_x,kpt_10_y,kpt_11_x,kpt_11_y,kpt_12_x,kpt_12_y,kpt_13_x,kpt_13_y,kpt_14_x,kpt_14_y,kpt_15_x,kpt_15_y,kpt_16_x,kpt_16_y
1000,clear,0,862.2089767456055,510.58841943740845,853.6259078979492,503.85735154151917,869.2746162414551,501.287966966629,850.8709716796875,508.7850093841553,881.6076278686523,502.5305914878845,836.0293006896973,552.781777381897,928.857250213623,547.9979610443115,835.2486419677734,631.8928670883179,956.8710708618164,620.3737020492554,797.1395874023438,683.0186891555786,986.4716720581055,684.5114350318909,885.3421211242676,692.4413537979126,934.4206809997559,691.8903851509094,801.9577789306641,762.2266602516174,901.6695213317871,760.137369632721,766.3837051391602,871.9561958312988,918.6852264404297,839.045684337616
1000,clear,1,857.0379638671875,516.0145175457001,849.7540855407715,509.0589165687561,861.5915679931641,506.3946461677551,848.9322853088379,513.0248415470123,874.6135711669922,506.4171767234802,835.4947471618652,557.9238939285278,925.4945182800293,549.0616607666016,831.7044639587402,636.5710473060608,950.8474731445312,621.6398549079895,794.469051361084,689.4765901565552,982.6165008544922,685.8418965339661,882.2272109985352,695.8679294586182,928.2346343994141,692.838728427887,799.1408729553223,763.5143780708313,901.2406539916992,761.1570382118225,761.4863777160645,871.725869178772,921.9187545776367,842.9683184623718
1000,clear,2,850.7002830505371,516.3639986515045,844.5870780944824,510.4021883010864,854.234733581543,507.23403811454773,844.8801612854004,514.7116720676422,865.2566528320312,507.77570486068726,833.9980316162109,564.6181726455688,917.9100608825684,551.431360244751,827.4592208862305,644.1158866882324,945.2972030639648,623.7998270988464,789.3521690368652,696.4510846138,978.834228515625,687.0631814002991,878.9415550231934,700.6737613677979,921.9638442993164,696.2233328819275,796.9785690307617,767.5530767440796,900.7551956176758,762.8223037719727,755.7199859619141,873.105640411377,922.9018592834473,845.2934718132019
1000,clear,3,834.1500091552734,521.733705997467,829.9065399169922,515.9972012042999,838.1376457214355,512.8494250774384,833.440990447998,519.1614246368408,849.9454879760742,511.1982250213623,827.7553939819336,573.4260749816895,909.4345092773438,554.4877910614014,821.5187644958496,654.258885383606,941.0701560974121,629.0013599395752,784.7412872314453,703.7030267715454,974.4494247436523,691.1025881767273,873.1066131591797,704.8712038993835,916.7162704467773,700.0058913230896,794.3972969055176,774.9668526649475,900.9820175170898,767.2261261940002,750.1140403747559,874.803478717804,922.9159927368164,845.2768635749817
1000,clear,4,829.1852188110352,527.2857820987701,822.8994369506836,523.3561313152313,831.9436454772949,519.6667528152466,824.2988204956055,527.0838117599487,843.2711791992188,517.9243683815002,820.6815719604492,582.1986365318298,902.0172500610352,560.0226473808289,815.9659194946289,660.8380007743835,937.8860664367676,633.5053467750549,780.3351402282715,709.7517728805542,969.4642639160156,693.7807631492615,867.8367805480957,712.989993095398,911.6767501831055,706.6757726669312,789.9470901489258,781.6959571838379,901.3113784790039,771.5143990516663,748.033618927002,880.7498717308044,923.5479927062988,845.4328393936157
1000,clear,5,823.0056953430176,527.9313468933105,815.8915328979492,523.5778963565826,825.4292106628418,520.0673139095306,815.8911323547363,530.3320419788361,837.2568511962891,521.012020111084,812.541561126709,588.8481760025024,896.4341354370117,563.232479095459,808.0649185180664,666.1301708221436,934.7043228149414,638.4958004951477,776.5668869018555,714.2126941680908,964.8866271972656,697.3589372634888,863.4625053405762,719.1923332214355,907.338924407959,711.1938571929932,785.4103660583496,788.1345462799072,901.2911796569824,772.8244543075562,746.319408416748,884.7573494911194,923.4350967407227,845.3447127342224
1000,clear,6,820.5544281005859,528.1733894348145,812.8791046142578,523.6686301231384,822.4963188171387,520.5185687541962,811.7936325073242,532.1016883850098,835.1130294799805,523.2150256633759,803.5645866394043,592.7190542221069,893.085994720459,567.7680087089539,801.8959808349609,671.7895245552063,931.2595367431641,643.0993723869324,776.7499923706055,715.6058549880981,961.9540786743164,702.5443768501282,858.5039520263672,723.3897113800049,903.5259819030762,716.6708421707153,781.4241600036621,791.3818430900574,901.2902641296387,778.8043212890625,744.8982810974121,883.9240407943726,923.3683204650879,846.3403701782227
1000,clear,7,815.8294486999512,528.0594491958618,807.8625297546387,523.2590889930725,818.7522125244141,520.8797657489777,807.2525024414062,532.196831703186,831.5863037109375,524.3029296398163,795.739688873291,593.240282535553,887.3733901977539,571.4531064033508,796.1831474304199,673.0227184295654,926.7117118835449,645.2995133399963,777.158145904541,713.1831121444702,957.4336051940918,704.3334317207336,855.8191108703613,724.7575092315674,900.6768035888672,718.5435819625854,777.7388191223145,788.6504316329956,900.4583930969238,781.6812801361084,743.5532569885254,882.9991292953491,922.6357269287109,848.0039620399475
1000,clear,8,816.1373519897461,533.5044085979462,807.480583190918,529.0269756317139,819.4611740112305,526.366696357727,804.0808868408203,537.7920377254486,829.793758392334,529.8476672172546,789.7281074523926,596.3560009002686,881.7285919189453,575.6934857368469,789.6215629577637,675.9294819831848,922.584171295166,648.305025100708,776.1492347717285,715.8811783790588,954.2044258117676,706.1948418617249,853.3217811584473,726.0092425346375,899.2686080932617,720.2783060073853,773.0813026428223,785.7096791267395,896.9318389892578,781.7218351364136,742.1348762512207,881.1966848373413,921.9677352905273,847.8198552131653
1000,clear,9,807.6283836364746,540.4591083526611,799.1086578369141,536.6038084030151,811.5277290344238,532.8242111206055,795.6764602661133,545.5447697639465,822.5688743591309,535.1303100585938,784.6420097351074,603.1806349754333,877.4292182922363,580.4067492485046,784.3655204772949,680.3148293495178,917.486629486084,650.7280898094177,775.894718170166,716.1681532859802,951.2222671508789,707.2745060920715,852.125072479248,726.853301525116,896.7430686950684,720.6473565101624,767.8180503845215,784.4902610778809,894.3554306030273,781.281008720398,742.0412635803223,876.7122030258179,921.3987922668457,847.7357196807861
1000,clear,10,800.4919624328613,549.1152191162109,792.1724510192871,545.2135062217712,803.5076522827148,541.0212135314941,788.675594329834,552.8026342391968,814.0665435791016,541.87344789505,778.6548614501953,609.487452507019,871.7992401123047,583.6246919631958,777.6647186279297,687.2235989570618,912.2297859191895,653.0336093902588,775.9284782409668,722.8184652328491,947.9172706604004,709.0911769866943,848.4691429138184,726.278772354126,892.9580497741699,720.3674626350403,764.0904808044434,776.8288421630859,894.4626617431641,780.1665186882019,740.870361328125,868.8196206092834,921.1546897888184,846.9188261032104
1000,clear,11,792.6741600036621,556.6925024986267,783.922176361084,552.3670864105225,795.3485298156738,547.3564195632935,781.9214057922363,558.6495065689087,806.3016700744629,547.1846723556519,773.2070732116699,613.6478805541992,867.0694541931152,584.782440662384,772.8189468383789,690.9096622467041,907.9940414428711,653.242757320404,774.7189521789551,731.6852688789368,943.9517211914062,709.3391418457031,842.1609878540039,726.4096426963806,888.446216583252,720.833330154419,761.8628311157227,771.2983632087708,894.5269775390625,779.0548610687256,737.2541427612305,865.8800268173218,921.1333465576172,846.7463064193726
1000,clear,12,788.5138893127441,560.8882069587708,778.7310218811035,556.3893055915833,790.634765625,550.7517099380493,777.1025276184082,562.1783065795898,800.5721282958984,549.9535489082336,768.2798194885254,616.6436719894409,861.9915390014648,586.365373134613,770.4334831237793,695.3759264945984,904.072265625,652.6010227203369,771.1402702331543,740.7279396057129,940.8443641662598,709.1079783439636,836.4343643188477,726.7315721511841,885.5593299865723,721.4146828651428,758.2181739807129,771.1087846755981,894.5495796203613,782.0823884010315,732.5733375549316,866.4652419090271,919.4528388977051,846.7076826095581
1000,clear,13,786.3195419311523,563.1274223327637,776.0289573669434,558.1998610496521,787.6700592041016,552.9502415657043,773.9229583740234,563.6145329475403,795.8953857421875,552.3766779899597,763.3833503723145,618.6449646949768,857.2328567504883,588.3355736732483,764.9287605285645,695.4897379875183,900.3982543945312,652.5481081008911,770.0672721862793,736.9547152519226,938.7041473388672,709.2498564720154,833.1470489501953,727.4889206886292,883.5993576049805,722.5694060325623,758.4476852416992,771.1169600486755,894.7222137451172,783.3181571960449,726.2821197509766,866.6946029663086,920.0717353820801,847.8842282295227
1000,clear,14,783.3578681945801,560.7460069656372,772.1869468688965,555.9157133102417,784.434928894043,550.5100536346436,769.9788093566895,562.4517631530762,792.5142860412598,551.2849760055542,758.7130737304688,620.6132984161377,851.213436126709,588.3091807365417,761.7705917358398,697.0568990707397,896.048755645752,652.382218837738,766.0375213623047,741.0760688781738,937.3142051696777,708.9946818351746,825.1305770874023,727.5863814353943,876.6410064697266,721.5626764297485,755.2724647521973,777.7231764793396,894.9070930480957,782.3915076255798,720.3303909301758,866.793737411499,922.9572486877441,847.7079105377197
1000,clear,15,782.0055198669434,559.7319388389587,770.5987358093262,555.1756167411804,782.9322624206543,549.5842409133911,767.3982810974121,562.3983335494995,790.0500869750977,551.70565366745,755.4029273986816,623.0754375457764,847.4344253540039,588.9547777175903,758.931999206543,700.9158682823181,893.6069297790527,652.4810314178467,761.9368743896484,744.9559593200684,937.6070022583008,708.6789965629578,819.0139961242676,732.7306866645813,875.9548759460449,725.2097940444946,749.9897003173828,789.6741557121277,895.0766944885254,781.7204189300537,717.5596046447754,873.8526892662048,925.6440925598145,847.5165939331055
